tagReject,saba,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
tagReject,sealion,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
tagReject,biobunker,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
rollChance,revive,,0,0,0,6,0,0,0,10,10,5,5,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
rollChance,plate_carrier,,4,8,8,4,4,2,4,20,20,10,15,0,0,1,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0
rollChance,ammo,,0,0,0,0,10,50,0,0,0,5,0,0,15,0,0,10,0,0,0,15,50,0,20,0,50,0,0,0,20
rollChance,health,,12,12,12,12,12,6,12,0,0,10,0,0,15,9,0,15,0,0,0,0,50,0,10,0,0,0,0,0,0
rollChance,gear,,6,12,12,6,6,3,6,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,100,0
rollChance,lethal,,5,5,5,20,5,3,5,0,0,15,20,0,3,0,0,5,0,20,0,20,25,0,10,0,0,0,0,0,0
rollChance,tactical,,5,5,5,15,5,2,5,0,0,15,15,50,2,0,0,5,20,16,0,20,25,50,5,0,0,0,0,0,0
rollChance,super,,20,20,20,20,50,10,20,40,40,40,45,0,0,0,0,0,0,22,0,20,0,0,18,0,0,0,0,0,0
rollChance,weapon,,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,5,0,2,0,20,0,0,5,0,50,35,0,0,0
rollChance,plunder,,10,10,10,6,5,5,10,10,10,1,10,0,15,10,0,5,0,0,100,0,0,0,0,18,0,15,50,0,0
rollChance,killstreak,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rollChance,valuable,,40,40,40,10,5,16,35,10,10,0,0,10,40,60,100,40,50,40,0,0,300,10,20,70,0,50,45,0,80
rollChance,attachment,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rollChance,personal,,0,0,0,3,0,4,5,0,0,0,0,0,10,20,0,10,10,0,0,0,50,0,0,12,0,0,5,0,0
item,brloot_self_revive,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
item,brloot_plate_carrier_2,,100,100,100,100,100,100,100,25,25,80,25,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
item,brloot_plate_carrier_3,,0,0,0,0,0,0,0,75,75,20,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_ammo_12g,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0
item,brloot_ammo_50cal,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0
item,brloot_ammo_762,,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
item,brloot_ammo_919,,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,0
item,brloot_ammo_rocket,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,0
tagChance,0&health,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
tagChance,1&health,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tagChance,2&health,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tagChance,3&health,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tagChance,4&health,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_equip_gasmask,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0
item,brloot_equip_gasmask_durable,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_equip_iodine_pills,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_backpack_medium,,35,40,40,40,40,40,40,50,50,80,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0
item,brloot_backpack_large,,5,8,8,8,8,8,8,50,50,20,100,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0
tagChance,0&lethal,,50,50,50,50,50,50,50,0,0,35,0,0,35,0,0,35,0,0,0,0,50,0,50,0,0,0,0,0,0
tagChance,1&lethal,,30,30,30,30,30,30,30,10,10,30,10,0,30,0,0,30,0,0,0,0,30,0,30,0,0,0,0,0,0
tagChance,2&lethal,,20,20,20,20,20,20,20,15,15,20,15,0,20,0,0,20,0,0,0,0,20,0,20,0,0,0,0,0,0
tagChance,3&lethal,,0,0,0,0,0,0,0,50,50,10,50,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
tagChance,4&lethal,,0,0,0,0,0,0,0,25,25,5,25,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_offhand_atmine,,10,10,10,10,10,10,10,10,10,10,10,0,10,0,0,10,0,25,0,8,10,0,10,0,0,0,0,0,0
item,brloot_offhand_c4,,10,10,10,10,10,10,10,10,10,10,10,0,10,0,0,10,0,38,0,20,10,0,10,0,0,0,0,0,0
item,brloot_offhand_claymore,,10,10,10,10,10,10,10,10,10,10,10,0,10,0,0,10,0,25,0,8,10,0,10,0,0,0,0,0,0
item,brloot_offhand_thermite,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_offhand_frag,,10,10,10,10,10,10,10,10,10,10,10,0,10,0,0,10,0,0,0,40,10,0,10,0,0,0,0,0,0
item,brloot_offhand_semtex,,10,10,10,10,10,10,10,10,10,10,10,0,10,0,0,10,0,0,0,20,10,0,10,0,0,0,0,0,0
tagChance,0&tactical,,0,0,0,0,50,50,50,0,0,35,0,0,35,0,0,35,0,0,0,0,50,0,0,0,0,0,0,0,0
tagChance,1&tactical,,0,0,0,0,30,30,30,10,10,30,10,0,30,0,0,30,0,0,0,0,30,0,0,0,0,0,0,0,0
tagChance,2&tactical,,0,0,0,0,20,20,20,15,15,20,15,0,20,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0
tagChance,3&tactical,,0,0,0,0,0,0,0,50,50,10,50,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
tagChance,4&tactical,,0,0,0,0,0,0,0,25,25,5,25,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_health_adrenaline,,20,20,20,100,20,20,20,20,20,20,20,100,20,0,0,20,100,0,0,0,20,100,0,0,0,0,0,0,0
item,brloot_offhand_binoculars,,5,5,5,0,5,5,5,5,5,5,5,0,5,0,0,5,0,4,0,0,5,0,5,0,0,0,0,0,0
item,brloot_offhand_decoy,,10,10,10,0,10,10,10,10,10,10,10,0,10,0,0,10,0,17,0,16,10,0,10,0,0,0,0,0,0
item,brloot_offhand_gas,,10,10,10,0,10,10,10,10,10,10,10,0,10,0,0,10,0,7,0,9,10,0,10,0,0,0,0,0,0
item,brloot_offhand_concussion,,10,10,10,0,10,10,10,10,10,10,10,0,10,0,0,10,0,10,0,25,10,0,15,0,0,0,0,0,0
item,brloot_offhand_flash,,10,10,10,0,10,10,10,10,10,10,10,0,10,0,0,10,0,10,0,25,10,0,15,0,0,0,0,0,0
item,brloot_offhand_smoke,,10,10,10,0,10,10,10,10,10,10,10,0,10,0,0,10,0,28,0,0,10,0,15,0,0,0,0,0,0
item,brloot_offhand_shockstick,,10,10,10,0,10,10,10,10,10,10,10,0,10,0,0,10,0,10,0,9,10,0,10,0,0,0,0,0,0
item,brloot_offhand_snapshot,,10,10,10,0,10,10,10,10,10,10,10,0,10,0,0,10,0,14,0,16,10,0,10,0,0,0,0,0,0
item,brloot_offhand_heartbeatsensor,,5,5,5,0,5,5,5,5,5,5,5,0,5,0,0,5,0,0,0,0,5,0,10,0,0,0,0,0,0
item,brloot_offhand_geigercounter,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tagChance,0&super,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tagChance,1&super,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tagChance,2&super,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tagChance,3&super,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tagChance,4&super,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_offhand_taccover,,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,24,0,18,0,0,10,0,0,0,0,0,0
item,brloot_offhand_deployed_decoy,,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,12,0,10,0,0,10,0,0,0,0,0,0
item,brloot_killstreak_recondrone,,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,24,0,0,0,0,10,0,0,0,0,0,0
item,brloot_offhand_trophysystem,,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,10,0,9,0,0,10,0,0,0,0,0,0
item,brloot_super_munitionsbox,,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,36,0,0,10,0,0,0,0,0,0
item,brloot_super_armorbox,,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,18,0,0,10,0,0,0,0,0,0
item,brloot_super_emppulse,,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,8,0,0,0,0,10,0,0,0,0,0,0
item,brloot_super_tacticalcamera,,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,16,0,0,0,0,10,0,0,0,0,0,0
item,brloot_super_battlerage,,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
item,brloot_super_deadsilence,,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,6,0,9,0,0,10,0,0,0,0,0,0
item,brloot_super_stimpistol,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_plunder_extract,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_balloon_extract,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_super_stoppingpower,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_offhand_advancedsupplydrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_offhand_advancedvehicledrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tagChance,0&weapon,,40,40,40,40,40,40,40,0,0,0,0,0,600,0,0,600,0,40,0,600,300,0,600,0,0,0,0,0,0
tagChance,1&weapon,,30,30,30,30,30,30,30,10,10,0,0,0,300,0,0,300,0,40,0,300,400,0,300,0,50,0,0,0,0
tagChance,2&weapon,,15,15,15,15,15,15,15,15,15,0,0,0,75,0,0,75,0,15,0,75,200,0,75,0,35,0,0,0,0
tagChance,3&weapon,,10,10,10,10,10,10,10,50,50,90,0,0,23,0,0,23,0,4,0,23,99,0,23,0,10,0,0,0,0
tagChance,4&weapon,,5,5,5,5,5,5,5,25,25,10,100,0,2,0,0,2,0,1,0,2,1,0,2,0,5,100,0,0,0
item,brloot_weapon_la_juliet_epic,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_weapon_la_mike32_epic,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_plunder_cash_common_1,,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
item,brloot_plunder_cash_uncommon_1,,50,50,50,50,50,50,50,0,0,20,0,0,50,50,0,50,0,0,50,0,0,0,0,50,0,0,50,0,0
item,brloot_plunder_cash_uncommon_2,,35,35,35,35,35,35,35,25,25,30,25,0,35,35,0,35,0,0,32,0,0,0,0,15,0,0,35,0,0
item,brloot_plunder_cash_uncommon_3,,14,14,14,14,14,14,14,25,25,30,25,0,14,14,0,14,0,0,16,0,0,0,0,5,0,0,14,0,0
item,brloot_plunder_cash_rare_1,,1,1,1,1,1,1,1,20,20,10,20,0,1,1,0,1,0,0,2,0,0,0,0,0,0,20,1,0,0
item,brloot_plunder_cash_rare_2,,0,0,0,0,0,0,0,20,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0
item,brloot_plunder_cash_epic_1,,0,0,0,0,0,0,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
item,brloot_plunder_cash_epic_2,,0,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
item,brloot_plunder_cash_legendary_1,,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
item,brloot_killstreak_cluster_spike,,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,100,0,0,0,0,100,0,0,100,0,0,0
item,brloot_valuable_gold_skull,,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
item,brloot_valuable_goldbar,,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,5,0,0,2,0,5,5,0,20,2,0,0
item,brloot_valuable_folder_classified,,1,2,2,5,0,0,8,25,25,0,0,0,0,5,0,5,0,0,0,0,2,0,5,5,0,20,2,0,0
item,brloot_valuable_wine_vintage,,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,10,0,0,0,3,0,0,0,0,20,0,0,0
item,brloot_valuable_harddrive_encrypted,,4,8,8,5,10,0,2,25,25,0,0,0,0,5,30,5,0,10,0,0,3,0,0,0,0,20,6,0,100
item,brloot_valuable_wine_aged,,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,0,30,0,0,0,10,0,10,0,0,0,15,0,0
item,brloot_valuable_folder_sensitive,,10,10,20,15,20,0,20,0,0,0,0,0,0,15,0,15,0,0,0,0,10,0,10,30,0,0,10,0,0
item,brloot_valuable_laptop,,20,20,10,15,10,10,10,0,0,0,0,0,10,15,0,15,0,0,0,0,10,0,10,0,0,0,5,0,0
item,brloot_valuable_watch,,15,15,15,10,0,10,10,0,0,0,0,0,10,10,0,10,0,15,0,0,10,0,0,20,0,0,15,0,0
item,brloot_valuable_harddrive,,15,15,15,0,10,0,15,0,0,0,0,0,0,10,50,10,0,20,0,0,10,0,0,0,0,0,0,0,0
item,brloot_valuable_liquor,,0,0,0,20,0,10,0,0,0,0,0,50,20,5,0,0,20,0,0,0,0,50,0,0,0,0,5,0,0
item,brloot_valuable_drill,,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
item,brloot_valuable_gunoil,,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,5,0,0
item,brloot_valuable_importedtea,,5,0,0,0,0,10,5,0,0,0,0,0,0,5,0,10,10,0,0,0,10,0,10,10,0,0,5,0,0
item,brloot_valuable_folder,,5,5,5,5,3,0,10,0,0,0,0,0,0,5,0,5,0,0,0,0,5,0,5,0,0,0,0,0,0
item,brloot_valuable_wine,,0,0,0,0,0,10,0,0,0,0,0,0,20,0,0,0,5,0,0,0,0,0,5,0,0,0,5,0,0
item,brloot_valuable_thumb_drive,,5,5,5,5,0,5,10,0,0,0,0,0,0,5,10,5,0,0,0,0,5,0,5,5,0,0,0,0,0
item,brloot_valuable_electroniccomponents,,0,5,0,0,2,0,0,0,0,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0
item,brloot_valuable_freshwater,,5,0,5,0,0,10,0,0,0,0,0,0,0,0,0,5,5,0,0,0,5,0,0,5,0,0,5,0,0
item,brloot_valuable_soothinglotion,,0,0,0,5,0,0,5,0,0,0,0,0,0,5,0,5,0,0,0,0,5,0,5,5,0,0,5,0,0
item,brloot_valuable_cannedfood,,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,5,0,0,0,5,0,0
item,brloot_valuable_bandage,,0,0,0,10,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0
item,brloot_valuable_battery,,5,5,10,0,5,0,0,0,0,0,0,0,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0
item,brloot_valuable_mre,,5,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,0,5,5,0,0,5,0,0
item,brloot_valuable_wrench,,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
item,brloot_valuable_lighter,,0,0,0,5,0,2,5,0,0,0,0,0,10,5,0,5,0,0,0,0,0,0,0,5,0,0,5,0,0
item,brloot_valuable_screwdriver,,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0
item,brloot_valuable_electrical_tape,,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0
item,brloot_valuable_lightbulb,,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0
item,brloot_valuable_hydrogen_peroxide,,16,16,20,20,15,0,0,0,0,0,0,50,0,0,0,0,0,5,0,0,5,50,0,0,0,0,0,0,0
item,brloot_valuable_cephalexin,,16,16,20,20,15,0,0,0,0,0,0,50,0,0,0,0,0,5,0,0,5,50,0,0,0,0,0,0,0
item,brloot_valuable_hydrochloride,,16,16,20,20,15,0,0,0,0,0,0,50,0,0,0,0,0,5,0,0,5,50,0,0,0,0,0,0,0
item,brloot_valuable_acetone,,16,16,20,20,15,0,0,0,0,0,0,50,0,0,0,0,0,5,0,0,5,50,0,0,0,0,0,0,0
item,brloot_valuable_plastic_explosive,,8,8,5,0,10,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0
item,brloot_valuable_thumb_drive_encrypted,,5,10,10,8,12,0,5,25,25,0,0,0,0,8,35,8,0,12,0,0,5,0,0,0,0,20,9,0,100
item,brloot_attachment_scope,,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_attachment_back,,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_attachment_front,,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_attachment_mag,,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_attachment_muzzle,,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_attachment_other,,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_attachment_reargrip,,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_attachment_underbarrel,,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_personal_pictureofawoman,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_personal_pictureofaman,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_personal_pictureofachild,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_personal_pictureofadog,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_personal_pictureofacat,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_personal_heartlocket,,0,0,0,15,0,30,30,0,0,0,0,0,20,20,0,20,0,0,0,0,20,0,0,30,0,0,20,0,0
item,brloot_personal_wornnecklace,,0,0,0,15,0,30,30,0,0,0,0,0,20,20,0,20,0,0,0,0,20,0,0,30,0,0,20,0,0
item,brloot_personal_oldwatch,,0,0,0,15,0,40,40,0,0,0,0,0,20,20,0,20,0,0,0,0,20,0,0,40,0,0,20,0,0
item,brloot_personal_vialofinsulin,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
